"gene","x","y","shape.x","module.x","label","is_hit","hit_dir","best_lfc","best_fdr","nlp","fill_col","border_col","node_r","label_size","label_face","label_col","has_sh2","module.y","shape.y","location","module","shape"
"ISG20L2",NA,NA,NA,NA,NA,NA,"depleted",-0.5099,0.0023,2.6469,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"PSMG2",NA,NA,NA,NA,NA,NA,"depleted",-0.4083,0.0023,2.6469,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"TXN",NA,NA,NA,NA,NA,NA,"depleted",-0.4026,0.0023,2.6469,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"LOC101060389",NA,NA,NA,NA,NA,NA,"depleted",-0.4003,0.0023,2.6835,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"VPS35",NA,NA,NA,NA,NA,NA,"depleted",-0.3719,0.0023,2.9245,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"C21orf59",NA,NA,NA,NA,NA,NA,"depleted",-0.3254,0.0023,3.134,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"CTPS1",NA,NA,NA,NA,NA,NA,"depleted",-0.3062,0.0023,2.7215,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"EEF1G",NA,NA,NA,NA,NA,NA,"depleted",-0.3286,0.0023,3.5671,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Translation",NA
"POLR3B",NA,NA,NA,NA,NA,NA,"depleted",-0.3152,0.0023,2.6469,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Txn machinery",NA
"RPS25",NA,NA,NA,NA,NA,NA,"depleted",-0.456,0.0027,2.5674,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Ribosome",NA
"FAM96B",NA,NA,NA,NA,NA,NA,"depleted",-0.629,0.0027,2.5674,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"SMG1",NA,NA,NA,NA,NA,NA,"depleted",-0.4098,0.0027,2.5674,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"EIF3CL",NA,NA,NA,NA,NA,NA,"depleted",-0.431,0.0027,3.6405,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Translation",NA
"NUP188",NA,NA,NA,NA,NA,NA,"depleted",-0.2956,0.0027,2.5662,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"HLX",NA,NA,NA,NA,NA,NA,"depleted",-0.2622,0.0027,2.5662,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"GTF3C1",NA,NA,NA,NA,NA,NA,"depleted",-0.2659,0.0027,2.6642,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Txn machinery",NA
"DHX15",NA,NA,NA,NA,NA,NA,"depleted",-0.3878,0.0028,2.5581,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","RNA processing",NA
"LAS1L",NA,NA,NA,NA,NA,NA,"depleted",-0.3497,0.0028,2.5581,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"COG3",NA,NA,NA,NA,NA,NA,"depleted",-0.3444,0.0028,2.5572,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"CLNS1A",NA,NA,NA,NA,NA,NA,"depleted",-0.2941,0.0028,2.5572,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"SNX3",NA,NA,NA,NA,NA,NA,"depleted",-0.2255,0.0028,3.1809,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"RPL9",NA,NA,NA,NA,NA,NA,"depleted",-0.6097,0.0028,2.9864,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Ribosome",NA
"NPIPB9",NA,NA,NA,NA,NA,NA,"depleted",-0.4421,0.0028,2.5571,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"BOP1",NA,NA,NA,NA,NA,NA,"depleted",-0.376,0.0028,2.5571,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"IMP4",NA,NA,NA,NA,NA,NA,"depleted",-0.3716,0.0028,2.7665,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"XRCC5",NA,NA,NA,NA,NA,NA,"depleted",-0.3285,0.0028,2.5571,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"MMS19",NA,NA,NA,NA,NA,NA,"depleted",-0.2823,0.0028,3.0352,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"SART3",NA,NA,NA,NA,NA,NA,"depleted",-0.2486,0.0028,3.5861,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"ROMO1",NA,NA,NA,NA,NA,NA,"depleted",-0.5326,0.0028,2.6869,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"TOMM22",NA,NA,NA,NA,NA,NA,"depleted",-0.2559,0.0028,2.5547,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"PMF1",NA,NA,NA,NA,NA,NA,"depleted",-0.3039,0.0028,2.551,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"NAA25",NA,NA,NA,NA,NA,NA,"depleted",-0.3482,0.003,2.5272,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"RBBP7",NA,NA,NA,NA,NA,NA,"depleted",-0.2315,0.003,2.5237,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"ANAPC1",NA,NA,NA,NA,NA,NA,"depleted",-0.3848,0.0031,3.014,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"SEC62",NA,NA,NA,NA,NA,NA,"depleted",-0.3628,0.0031,2.5124,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"USP36",NA,NA,NA,NA,NA,NA,"depleted",-0.4362,0.0031,2.6207,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"PSMC6",NA,NA,NA,NA,NA,NA,"depleted",-0.4178,0.0031,2.512,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"PWP2",NA,NA,NA,NA,NA,NA,"depleted",-0.3077,0.0032,3.2676,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"RPS28",NA,NA,NA,NA,NA,NA,"depleted",-0.3396,0.0032,2.6442,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Ribosome",NA
"DLST",NA,NA,NA,NA,NA,NA,"depleted",-0.2891,0.0032,2.4908,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"ATP6V1B2",NA,NA,NA,NA,NA,NA,"depleted",-0.6459,0.0034,2.467,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"B4GALNT1",NA,NA,NA,NA,NA,NA,"depleted",-0.25,0.0034,2.467,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"ZNF622",NA,NA,NA,NA,NA,NA,"depleted",-0.2321,0.0034,2.467,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"TMED2",NA,NA,NA,NA,NA,NA,"depleted",-0.2312,0.0034,2.467,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"TTI2",NA,NA,NA,NA,NA,NA,"depleted",-0.496,0.0037,2.4369,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"CRCP",NA,NA,NA,NA,NA,NA,"depleted",-0.3072,0.0037,2.4345,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"EIF3E",NA,NA,NA,NA,NA,NA,"depleted",-0.2319,0.0039,2.6944,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Translation",NA
"SPATA5",NA,NA,NA,NA,NA,NA,"depleted",-0.2126,0.004,2.3977,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"SNAPC4",NA,NA,NA,NA,NA,NA,"depleted",-0.2927,0.0047,2.5696,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"EIF2S2",NA,NA,NA,NA,NA,NA,"depleted",-0.3337,0.0047,2.3309,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Translation",NA
"TPT1",NA,NA,NA,NA,NA,NA,"depleted",-0.2259,0.0047,3.2705,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"VPS16",NA,NA,NA,NA,NA,NA,"depleted",-0.3425,0.0048,2.3192,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"ACOX1",NA,NA,NA,NA,NA,NA,"depleted",-0.26,0.0048,2.5259,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"SRP9",NA,NA,NA,NA,NA,NA,"depleted",-0.311,0.005,2.3013,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"ILF3",NA,NA,NA,NA,NA,NA,"depleted",-0.2816,0.005,2.458,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"POT1",NA,NA,NA,NA,NA,NA,"depleted",-0.2086,0.005,2.3013,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"DDX27",NA,NA,NA,NA,NA,NA,"depleted",-0.3868,0.0052,2.6256,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","RNA processing",NA
"RPS13",NA,NA,NA,NA,NA,NA,"depleted",-0.557,0.0052,2.2863,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Ribosome",NA
"RPN2",NA,NA,NA,NA,NA,NA,"depleted",-0.5438,0.0052,2.9456,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"CTU1",NA,NA,NA,NA,NA,NA,"depleted",-0.3779,0.0052,2.2863,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"COG8",NA,NA,NA,NA,NA,NA,"depleted",-0.3504,0.0052,2.2863,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"DCAF13",NA,NA,NA,NA,NA,NA,"depleted",-0.3111,0.0052,3.3233,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"SPTSSA",NA,NA,NA,NA,NA,NA,"depleted",-0.2823,0.0052,2.2863,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"TOMM40",NA,NA,NA,NA,NA,NA,"depleted",-0.2272,0.0052,2.2863,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"PMPCB",NA,NA,NA,NA,NA,NA,"depleted",-0.2161,0.0052,2.2863,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"BUD31",NA,NA,NA,NA,NA,NA,"depleted",-0.2029,0.0052,2.2863,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"LSM12",NA,NA,NA,NA,NA,NA,"depleted",-0.2576,0.0055,2.9228,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","RNA processing",NA
"RPL17-C18orf32",NA,NA,NA,NA,NA,NA,"depleted",-0.2476,0.0055,2.6549,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Ribosome",NA
"ZNHIT6",NA,NA,NA,NA,NA,NA,"depleted",-0.4268,0.0055,2.2609,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"SMN2",NA,NA,NA,NA,NA,NA,"depleted",-0.4078,0.0055,2.2609,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"TANGO6",NA,NA,NA,NA,NA,NA,"depleted",-0.3893,0.0055,2.7543,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"EXOSC2",NA,NA,NA,NA,NA,NA,"depleted",-0.3643,0.0055,2.2609,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"DYNLRB1",NA,NA,NA,NA,NA,NA,"depleted",-0.3552,0.0055,2.2609,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"NUP43",NA,NA,NA,NA,NA,NA,"depleted",-0.3493,0.0055,2.2609,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"SARS",NA,NA,NA,NA,NA,NA,"depleted",-0.3443,0.0055,2.2609,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"SMU1",NA,NA,NA,NA,NA,NA,"depleted",-0.3436,0.0055,2.4391,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"ZNRD1",NA,NA,NA,NA,NA,NA,"depleted",-0.3237,0.0055,2.7658,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"CPSF1",NA,NA,NA,NA,NA,NA,"depleted",-0.3107,0.0055,2.2609,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"NSA2",NA,NA,NA,NA,NA,NA,"depleted",-0.3097,0.0055,2.2609,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"LIAS",NA,NA,NA,NA,NA,NA,"depleted",-0.3059,0.0055,2.2609,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"DOCK2",NA,NA,NA,NA,NA,NA,"depleted",-0.3055,0.0055,2.2609,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"BRIX1",NA,NA,NA,NA,NA,NA,"depleted",-0.3045,0.0055,2.7504,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"CARM1",NA,NA,NA,NA,NA,NA,"depleted",-0.2947,0.0055,2.4741,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"C1orf109",NA,NA,NA,NA,NA,NA,"depleted",-0.2792,0.0055,2.2609,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"AOC3",NA,NA,NA,NA,NA,NA,"depleted",-0.2718,0.0055,2.2609,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"PUF60",NA,NA,NA,NA,NA,NA,"depleted",-0.2686,0.0055,2.2609,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"ATP9B",NA,NA,NA,NA,NA,NA,"depleted",-0.264,0.0055,2.2609,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"C14orf80",NA,NA,NA,NA,NA,NA,"depleted",-0.2612,0.0055,2.2609,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"VPS52",NA,NA,NA,NA,NA,NA,"depleted",-0.2573,0.0055,2.2609,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"PCYT2",NA,NA,NA,NA,NA,NA,"depleted",-0.2418,0.0055,2.2609,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"UTP18",NA,NA,NA,NA,NA,NA,"depleted",-0.2417,0.0055,2.2609,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"SIN3A",NA,NA,NA,NA,NA,NA,"depleted",-0.2381,0.0055,2.2609,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"FAM122A",NA,NA,NA,NA,NA,NA,"depleted",-0.2072,0.0055,2.2609,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"EWSR1",NA,NA,NA,NA,NA,NA,"depleted",-0.2064,0.0055,2.2609,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"EP300",NA,NA,NA,NA,NA,NA,"depleted",-0.2002,0.0055,2.2609,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"POLR2K",NA,NA,NA,NA,NA,NA,"depleted",-0.2466,0.0055,2.2609,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Txn machinery",NA
"DHX8",NA,NA,NA,NA,NA,NA,"depleted",-0.2873,0.0057,2.247,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","RNA processing",NA
"XPO1",NA,NA,NA,NA,NA,NA,"depleted",-0.3925,0.0057,2.247,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"PRMT1",NA,NA,NA,NA,NA,NA,"depleted",-0.2976,0.0057,2.7405,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"VPS51",NA,NA,NA,NA,NA,NA,"depleted",-0.2792,0.0057,2.247,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"USF2",NA,NA,NA,NA,NA,NA,"depleted",-0.254,0.0057,2.247,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"UBE2I",NA,NA,NA,NA,NA,NA,"depleted",-0.2245,0.0057,2.247,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"POLR1E",NA,NA,NA,NA,NA,NA,"depleted",-0.3303,0.0057,2.247,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Txn machinery",NA
"MED8",NA,NA,NA,NA,NA,NA,"depleted",-0.2088,0.0057,2.247,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Txn machinery",NA
"LONP2",NA,NA,NA,NA,NA,NA,"depleted",-0.3633,0.0058,2.2387,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"SLC25A3",NA,NA,NA,NA,NA,NA,"depleted",-0.3586,0.0058,2.8617,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"MAK16",NA,NA,NA,NA,NA,NA,"depleted",-0.314,0.0058,2.2387,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"PDK3",NA,NA,NA,NA,NA,NA,"depleted",-0.2929,0.0058,2.2387,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"PES1",NA,NA,NA,NA,NA,NA,"depleted",-0.2796,0.0058,1.1616,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"CELF5",NA,NA,NA,NA,NA,NA,"depleted",-0.2734,0.0058,2.2387,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"FAM120A",NA,NA,NA,NA,NA,NA,"depleted",-0.2073,0.0058,3.3005,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"NXPE1",NA,NA,NA,NA,NA,NA,"depleted",-0.2073,0.0058,1.0907,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"RPL37",NA,NA,NA,NA,NA,NA,"depleted",-0.7194,0.006,2.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Ribosome",NA
"PFDN6",NA,NA,NA,NA,NA,NA,"depleted",-0.423,0.006,2.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"CREBBP",NA,NA,NA,NA,NA,NA,"depleted",-0.353,0.006,2.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"C16orf62",NA,NA,NA,NA,NA,NA,"depleted",-0.3473,0.006,2.5453,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"MEN1",NA,NA,NA,NA,NA,NA,"depleted",-0.339,0.006,2.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"TSEN34",NA,NA,NA,NA,NA,NA,"depleted",-0.3245,0.006,2.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"ZNHIT3",NA,NA,NA,NA,NA,NA,"depleted",-0.3004,0.006,2.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"C19orf54",NA,NA,NA,NA,NA,NA,"depleted",-0.2712,0.006,2.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"ORAI1",NA,NA,NA,NA,NA,NA,"depleted",-0.2623,0.006,2.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"TMX2",NA,NA,NA,NA,NA,NA,"depleted",-0.2455,0.006,2.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"TIMM13",NA,NA,NA,NA,NA,NA,"depleted",-0.2061,0.006,2.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"MST1L",NA,NA,NA,NA,NA,NA,"depleted",-0.2723,0.0062,2.2103,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"AARS",NA,NA,NA,NA,NA,NA,"depleted",-0.2256,0.0062,2.8374,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"FAM185A",NA,NA,NA,NA,NA,NA,"depleted",-0.2032,0.0062,2.2103,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"RPS23",NA,NA,NA,NA,NA,NA,"depleted",-0.246,0.0063,2.2923,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Ribosome",NA
"FDX1L",NA,NA,NA,NA,NA,NA,"depleted",-0.4832,0.0063,2.4112,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"NOL7",NA,NA,NA,NA,NA,NA,"depleted",-0.4645,0.0063,2.2041,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"CD27",NA,NA,NA,NA,NA,NA,"depleted",-0.3148,0.0063,2.2041,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"THOC3",NA,NA,NA,NA,NA,NA,"depleted",-0.3137,0.0063,2.2041,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"F8A1",NA,NA,NA,NA,NA,NA,"depleted",-0.3086,0.0063,2.2041,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"SEC63",NA,NA,NA,NA,NA,NA,"depleted",-0.3085,0.0063,2.9579,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"NAA50",NA,NA,NA,NA,NA,NA,"depleted",-0.3078,0.0063,2.2041,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"AQR",NA,NA,NA,NA,NA,NA,"depleted",-0.298,0.0063,2.2041,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"U2AF1",NA,NA,NA,NA,NA,NA,"depleted",-0.2851,0.0063,2.2041,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"NSMCE4A",NA,NA,NA,NA,NA,NA,"depleted",-0.285,0.0063,2.2041,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"GBF1",NA,NA,NA,NA,NA,NA,"depleted",-0.2711,0.0063,2.2041,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"ABCB9",NA,NA,NA,NA,NA,NA,"depleted",-0.2706,0.0063,2.2041,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"OXA1L",NA,NA,NA,NA,NA,NA,"depleted",-0.2523,0.0063,2.2041,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"TM9SF4",NA,NA,NA,NA,NA,NA,"depleted",-0.2503,0.0063,2.2041,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"CDT1",NA,NA,NA,NA,NA,NA,"depleted",-0.2421,0.0063,2.2041,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"NOL12",NA,NA,NA,NA,NA,NA,"depleted",-0.2374,0.0063,2.2041,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"ERCC3",NA,NA,NA,NA,NA,NA,"depleted",-0.2304,0.0063,2.4622,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"CCDC59",NA,NA,NA,NA,NA,NA,"depleted",-0.2146,0.0063,2.2041,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"WDR46",NA,NA,NA,NA,NA,NA,"depleted",-0.431,0.0064,2.1971,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"KRTAP5-1",NA,NA,NA,NA,NA,NA,"depleted",-0.2739,0.0065,2.1878,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"ZDHHC6",NA,NA,NA,NA,NA,NA,"depleted",-0.2332,0.0065,2.1878,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"SLC10A3",NA,NA,NA,NA,NA,NA,"depleted",-0.2305,0.0065,2.1878,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"EMC7",NA,NA,NA,NA,NA,NA,"depleted",-0.2997,0.0068,2.166,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"ENTPD8",NA,NA,NA,NA,NA,NA,"depleted",-0.2915,0.0068,2.166,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"UXT",NA,NA,NA,NA,NA,NA,"depleted",-0.2179,0.0074,2.1296,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"RPS8",NA,NA,NA,NA,NA,NA,"depleted",-0.5542,0.0074,2.128,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Ribosome",NA
"STYX",NA,NA,NA,NA,NA,NA,"depleted",-0.2797,0.0075,2.1247,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"TAAR1",NA,NA,NA,NA,NA,NA,"depleted",-0.2755,0.0075,2.3178,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"SACM1L",NA,NA,NA,NA,NA,NA,"depleted",-0.2529,0.0075,2.1247,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"RAPGEF5",NA,NA,NA,NA,NA,NA,"depleted",-0.2412,0.0075,2.1247,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"DCTN2",NA,NA,NA,NA,NA,NA,"depleted",-0.2133,0.0075,2.1247,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"TIMM23",NA,NA,NA,NA,NA,NA,"depleted",-0.2173,0.0076,1.4087,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"PDCD11",NA,NA,NA,NA,NA,NA,"depleted",-0.3045,0.0079,2.2734,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"SLC8B1",NA,NA,NA,NA,NA,NA,"depleted",-0.2754,0.0079,2.1035,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"STAG2",NA,NA,NA,NA,NA,NA,"depleted",-0.2626,0.0079,2.1035,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
"TAF12",NA,NA,NA,NA,NA,NA,"depleted",-0.2863,0.0079,2.1035,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Txn machinery",NA
"TRERF1",NA,NA,NA,NA,NA,NA,"depleted",-0.2566,0.0083,2.3417,NA,NA,NA,NA,NA,NA,NA,NA,NA,"strip","Signalling",NA
